ManufacturerName,CustomerName,City,State,INVOICE#,BRANCH,LINE,ALT1,UPC,EAN,LIST,COST,SERIAL,DEPOT,SHIP.ZIP,SPLIT,Stockcode,ItemDesc,QuantityOrd,SaleDate,Amount,PURCH GRP,PCODE,TransferOrNot
Legend,FW Webb,PITTSFIELD,MA,80562151,7,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,01201,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,PITTSFIELD,MA,80562151,7,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,01201,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,2/2/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,PITTSFIELD,MA,80562185,7,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01201,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,PITTSFIELD,MA,80562185,7,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,01201,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",3,2/2/2026,15.46,LEG22,G,Transfer
Legend,FW Webb,PITTSFIELD,MA,80562186,7,LEG,LEG102-615,662545001005,,46,16.56,,Y,01201,,102-615,"B/V T-3001 BLU TOP GAS MA CODE 1"" F",-1,2/2/2026,-16.56,LEG22,G,Transfer
Legend,FW Webb,LOWELL,MA,80557034,8,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,01851,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",6,2/2/2026,60.36,LEG91,P,Transfer
Legend,FW Webb,LOWELL,MA,80557057,8,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,01851,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,2/2/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,LOWELL,MA,80557069,8,LEG,LEG301-104PNL,662545136363,,39.9,14.364,,Y,01851,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",2,2/2/2026,28.73,LEG12,P,Transfer
Legend,FW Webb,LOWELL,MA,80557002,8,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,01851,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",3,2/2/2026,15.46,LEG22,G,Transfer
Legend,FW Webb,LOWELL,MA,80557007,8,LEG,LEG313-208NL,662545084282,,205.87,74.113,,Y,01851,,313-208NL,"ADPT T-4300NL LF BRZ 2"" PK JNT CTSxM",1,2/2/2026,74.11,LEG04,K,Transfer
Legend,FW Webb,LOWELL,MA,80557007,8,LEG,LEG313-218NL,662545084367,,295.08,106.229,,Y,01851,,313-218NL,"CPLG T-4301NL 2"" CTS PK JNT LF BRZ",1,2/2/2026,106.23,LEG04,K,Transfer
Legend,FW Webb,LOWELL,MA,80557016,8,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,01851,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",40,2/2/2026,8.95,LEG88,P,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80561587,9,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04106,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80561639,9,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04106,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",-2,2/2/2026,-20.12,LEG91,P,Transfer
Legend,FW Webb,SOUTH PORTLAND,ME,80561669,9,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04106,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",7,2/2/2026,70.42,LEG91,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80553360,10,LEG,LEG301-104PNL,662545136363,,39.9,14.364,,Y,04330-5008,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",4,2/2/2026,57.46,LEG12,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80553375,10,LEG,LEG301-105PNL,662545136370,,55.91,20.128,,Y,04330-5008,,301-105PNL,"D/U P-571-NL 1"" LF STL PRSxF",2,2/2/2026,40.26,LEG12,P,Transfer
Legend,FW Webb,AUGUSTA,ME,80553447,10,LEG,LEG313-204NL,662545084244,,44.85,16.146,,Y,04330-5008,,313-204NL,"ADPT T-4300NL LF BRZ 3/4"" PK JNT CTSxM",-1,2/2/2026,-16.15,LEG04,K,Transfer
Legend,FW Webb,DOVER,NH,80551270,11,LEG,LEG102-514,662545001050,,33.4,12.024,,Y,03820,,102-514,"B/V T-3100 BLU TOP GAS W/SDTAP 3/4"" F",1,2/2/2026,12.02,LEG22,G,Transfer
Legend,FW Webb,NORTH HAMPTON,NH,80553784,11,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,03862,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",-3,2/2/2026,-24.11,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80553860,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03820,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,2/2/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,PORTSMOUTH,NH,80553870,11,LEG,LEG113-120,662545031385,,51.95,18.702,,,03801,,113-120,"B/V T-710 1/8"" 316 SS CVP",0,2/2/2026,0,LEG22,P,Transfer
Legend,FW Webb,DOVER,NH,80553894,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03820,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,2/2/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80553925,11,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,03820,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",2,2/2/2026,16.07,LEG22,G,Transfer
Legend,FW Webb,PORTSMOUTH,NH,80553948,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03801,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,2/2/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80553949,11,LEG,LEG114-914PNL,662545138398,,25.93,10.372,,Y,03820,,114-914PNL,"STR STP 1/2x1/4"" LF BRS PRSxCMPRN CP B/V",4,2/2/2026,41.49,LEG91,P,Transfer
Legend,FW Webb,DOVER,NH,80564187,11,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,03820,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",40,2/2/2026,8.95,LEG88,P,Transfer
Legend,FW Webb,DOVER,NH,80564209,11,LEG,LEG102-513,662545001043,,23.88,8.597,,Y,03820,,102-513,"B/V T-3100 BLU TOP GAS W/SDTAP 1/2"" F",1,2/2/2026,8.6,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80564239,11,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,03820,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80564255,11,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,03820,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80564255,11,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,03820,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,2/2/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,DOVER,NH,80561154,11,LEG,LEG508-261,662545116846,,510.31,183.712,,Y,03820,Y,508-261,"CINCH TOOL RCHT 1/2 TO 1""",1,2/2/2026,183.71,LEG29,T,Transfer
Legend,FW Webb,HAMPDEN,ME,80557616,12,LEG,LEG500-12-10B,662545125114,,6.21,0.228,,,04444,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",30,2/2/2026,6.84,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80557982,12,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04444,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80558035,12,LEG,LEG500-34-20B,662545118093,,22.93,0.421,,,04444,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,2/2/2026,8.42,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80558035,12,LEG,LEG500-34-20R,662545118109,,22.93,0.421,,,04444,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",20,2/2/2026,8.42,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80558075,12,LEG,LEG500-34-10B,662545125152,,11.47,0.421,,,04444,,500-34-10B,"PEX TBNG PE-RT STICK 3/4""x10' BLU F1807",20,2/2/2026,8.42,LEG88,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80558092,12,LEG,LEG855-12-20,662545146898,,18.1,0.407,,,04444,,855-12-20,"TBNG HYPERFLEX STICK WHT PE-RT 1/2""x20'",40,2/2/2026,16.29,LEG30,H,Transfer
Legend,FW Webb,HAMPDEN,ME,80558092,12,LEG,LEG855-34-300,662545146959,,473.29,212.98,,,04444,,855-34-300,"TBNG HPX HYPRFLX 3/4""x300'",2,2/2/2026,425.96,LEG30,H,Transfer
Legend,FW Webb,HAMPDEN,ME,80558111,12,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,04444,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,2/2/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,HAMPDEN,ME,80558161,12,LEG,LEG302-203,662545004563,,13.75,4.95,,Y,04444,,302-203,"TEE T-570 MONOFLOW 3/4x1/2"" SWT BRZ",2,2/2/2026,9.9,LEG28,H,Transfer
Legend,FW Webb,WILLISTON,VT,80550491,13,LEG,LEG301-107PNL,662545136394,,108.35,39.006,,Y,05495,,301-107PNL,"D/U P-571-NL 1-1/2"" LF STL PRSxF",1,2/2/2026,39.01,LEG12,P,Transfer
Legend,FW Webb,WILLISTON,VT,80554933,13,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,05495,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",100,2/2/2026,22.38,LEG88,P,Transfer
Legend,FW Webb,WILLISTON,VT,80554933,13,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,05495,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",100,2/2/2026,22.38,LEG88,P,Transfer
Legend,FW Webb,WILLISTON,VT,80561906,13,LEG,LEG500-12-10B,662545125114,,6.21,0.224,,,05495,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",10,2/2/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,WILLISTON,VT,80561906,13,LEG,LEG500-12-10R,662545125121,,6.21,0.224,,,05495,,500-12-10R,"PEX TBNG PE-RT STICK 1/2""x10' RED F1807",10,2/2/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80563032,15,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,05641,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,2/2/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80563083,15,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,05641,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",-1,2/2/2026,-5.15,LEG22,G,Transfer
Legend,FW Webb,BARRE,VT,80562937,15,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,05641,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",20,2/2/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80562937,15,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,05641,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,2/2/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80562959,15,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,05641,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,2/2/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,BARRE,VT,80562959,15,LEG,LEG500-34-20R,662545118109,,22.93,0.413,,,05641,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",20,2/2/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,QUEENSBURY,NY,80555647,16,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,12804,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",10,2/2/2026,51.52,LEG22,G,Transfer
Legend,FW Webb,QUEENSBURY,NY,80555665,16,LEG,LEG500-12-100B,662545117973,,55.91,19.988,,Y,12804,,500-12-100B,"PEX TBNG PE-RT COIL 1/2""X100' BLU F1807",1,2/2/2026,19.99,LEG88,P,Transfer
Legend,FW Webb,RUTLAND,VT,80556511,17,LEG,LEG301-104PNL,662545136363,,39.9,14.364,,Y,05701,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",-2,2/2/2026,-28.73,LEG12,P,Transfer
Legend,FW Webb,ALBANY,NY,80552629,19,LEG,LEG313-205NL,662545084251,,68.32,26.071,,Y,12211,,313-205NL,"ADPT T-4300NL LF BRZ 1"" PK JNT CTSxM",1,2/2/2026,26.07,LEG04,K,Transfer
Legend,FW Webb,RAVENA,NY,80552721,19,LEG,LEG301-105PNL,662545136370,,55.91,20.128,,Y,12143-0280,,301-105PNL,"D/U P-571-NL 1"" LF STL PRSxF",4,2/2/2026,80.51,LEG12,P,Transfer
Legend,FW Webb,AUBURN,MA,80558783,20,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,01501,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",20,2/2/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,AUBURN,MA,80558783,20,LEG,LEG500-10-20B,662545118246,,47.29,0.851,,,01501,,500-10-20B,"PEX TBNG PE-RT STICK 1""x20' BLU F1807",20,2/2/2026,17.02,LEG88,P,Transfer
Legend,FW Webb,AUBURN,MA,80563011,20,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01501,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,CHARLTON,MA,80563199,20,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01507-1248,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,AUBURN,MA,80563878,20,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01501,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,LEWISTON,ME,80557176,21,LEG,LEG313-204NL,662545084244,,44.85,16.146,,Y,04240-3505,,313-204NL,"ADPT T-4300NL LF BRZ 3/4"" PK JNT CTSxM",1,2/2/2026,16.15,LEG04,K,Transfer
Legend,FW Webb,LEWISTON,ME,80557176,21,LEG,LEG313-404,662545021331,,4.85,1.746,,Y,04240-3505,,LEG34T4500,"INS STIFNR T-4500 SS 3/4"" CMPRN",1,2/2/2026,1.75,LEG04,K,Transfer
Legend,FW Webb,LEWISTON,ME,80557199,21,LEG,LEG313-204NL,662545084244,,44.85,16.146,,Y,04240-3505,,313-204NL,"ADPT T-4300NL LF BRZ 3/4"" PK JNT CTSxM",2,2/2/2026,32.29,LEG04,K,Transfer
Legend,FW Webb,LEWISTON,ME,80557199,21,LEG,LEG313-404,662545021331,,4.85,1.746,,Y,04240-3505,,LEG34T4500,"INS STIFNR T-4500 SS 3/4"" CMPRN",2,2/2/2026,3.49,LEG04,K,Transfer
Legend,FW Webb,ST JOHNSBURY,VT,80559898,22,LEG,LEG500-10-20B,662545118246,,47.29,0.902,,,05819,,500-10-20B,"PEX TBNG PE-RT STICK 1""x20' BLU F1807",60,2/2/2026,54.14,LEG88,P,Transfer
Legend,FW Webb,PLYMOUTH,MA,80559045,24,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,02360-3104,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,2/2/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,PLYMOUTH,MA,80559045,24,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02360-3104,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,2/2/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,PLYMOUTH,MA,80563373,24,LEG,LEG301-103PNL,662545136356,,31.83,11.459,,Y,02360-3104,,301-103PNL,"D/U P-571-NL 1/2"" LF STL PRSxF",1,2/2/2026,11.46,LEG12,P,Transfer
Legend,FW Webb,PLYMOUTH,MA,80551291,24,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02360-3104,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",4,2/2/2026,40.24,LEG91,P,Transfer
Legend,FW Webb,MIDDLEBORO,MA,80551346,24,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,02346,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",1,2/2/2026,5.15,LEG22,G,Transfer
Legend,FW Webb,PLYMOUTH,MA,80554081,24,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,02360-3104,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",-1,2/2/2026,-8.04,LEG22,G,Transfer
Legend,FW Webb,FARMINGTON,CT,80554518,25,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,06032,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",-1,2/2/2026,-5.15,LEG22,G,Transfer
Legend,FW Webb,HARTFORD,CT,80563933,25,LEG,LEG508-260,662545116839,,365.47,131.569,,Y,06114,,508-260,"CINCH CLMP TOOL 3/8 TO 3/4""",1,2/2/2026,131.57,LEG29,T,Transfer
Legend,FW Webb,FARMINGTON,CT,80563941,25,LEG,LEG301-104PNL,662545136363,,39.9,15.082,,Y,06032,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",2,2/2/2026,30.16,LEG12,P,Transfer
Legend,FW Webb,PLAINVILLE,CT,80563954,25,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,06062,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",-2,2/2/2026,-10.3,LEG22,G,Transfer
Legend,FW Webb,GREENFIELD,MA,80562741,26,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,01301,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",60,2/2/2026,24.77,LEG88,P,Transfer
Legend,FW Webb,GREENFIELD,MA,80562741,26,LEG,LEG500-34-20R,662545118109,,22.93,0.413,,,01301,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",60,2/2/2026,24.77,LEG88,P,Transfer
Legend,FW Webb,GREENFIELD,MA,80562741,26,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,01301,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",20,2/2/2026,4.48,LEG88,P,Transfer
Legend,FW Webb,GREENFIELD,MA,80562785,26,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,01301,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",8,2/2/2026,80.48,LEG91,P,Transfer
Legend,FW Webb,SWANZEY,NH,80560420,27,LEG,LEG301-104PNL,662545136363,,39.9,14.364,,Y,03446,,301-104PNL,"D/U P-571-NL 3/4"" LF STL PRSxF",2,2/2/2026,28.73,LEG12,P,Transfer
Legend,FW Webb,BIDDEFORD,ME,80559682,28,LEG,LEG313-205NL,662545084251,,68.32,25.825,,Y,04005,,313-205NL,"ADPT T-4300NL LF BRZ 1"" PK JNT CTSxM",1,2/2/2026,25.83,LEG04,K,Transfer
Legend,FW Webb,BIDDEFORD,ME,80559682,28,LEG,LEG313-405,662545021348,,5.52,2.086,,Y,04005,,LEG1T4500,"INS STIFNR T-4500 SS 1"" CMPRN",1,2/2/2026,2.09,LEG04,K,Transfer
Legend,FW Webb,BIDDEFORD,ME,80559412,28,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04005,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,BIDDEFORD,ME,80559424,28,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04005,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,BIDDEFORD,ME,80559424,28,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,04005,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,MADISON,NH,80555162,29,LEG,LEG508-260,662545116839,,365.47,131.569,,Y,03849,,508-260,"CINCH CLMP TOOL 3/8 TO 3/4""",1,2/2/2026,131.57,LEG29,T,Transfer
Legend,FW Webb,HAVERHILL,MA,80567740,31,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,01835,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,BRATTLEBORO,VT,80565626,33,LEG,LEG500-12-100B,662545117973,,55.91,21.336,,Y,05301,,500-12-100B,"PEX TBNG PE-RT COIL 1/2""X100' BLU F1807",2,2/2/2026,42.67,LEG88,P,Transfer
Legend,FW Webb,BELLOWS FALLS,VT,80565711,33,LEG,LEG508-261,662545116846,,510.31,183.712,,Y,05101,,508-261,"CINCH TOOL RCHT 1/2 TO 1""",1,2/2/2026,183.71,LEG29,T,Transfer
Legend,FW Webb,BALLSTON SPA,NY,80553036,35,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,12020,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",3,2/2/2026,30.18,LEG91,P,Transfer
Legend,FW Webb,SARATOGA SPRINGS,NY,80552999,35,LEG,LEG102-613,662545000985,,14.31,5.152,,Y,12866,,LEG12GBV,"B/V T-3001 BLU TOP GAS MA CODE 1/2"" F",2,2/2/2026,10.3,LEG22,G,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80562799,37,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,02324,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",1,2/2/2026,10.06,LEG91,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80563554,37,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02324,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",8,2/2/2026,80.48,LEG91,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80563554,37,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,02324,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",4,2/2/2026,40.24,LEG91,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80563734,37,LEG,LEG102-618,662545006079,,147.39,53.06,,Y,02324,,102-618,"B/V T-3001 BLU TOP GAS MA CODE 2"" F",1,2/2/2026,53.06,LEG22,G,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80563802,37,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02324,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80556655,37,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,02324,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,BRIDGEWATER,MA,80556655,37,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,02324,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,PLATTSBURGH,NY,80552412,38,LEG,LEG102-312,662545000923,,23.88,8.597,,Y,12901,,102-312,"B/V T-3000 BLU TOP GAS 3/8"" FLRE",1,2/2/2026,8.6,LEG22,G,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80555959,39,LEG,LEG500-12-10B,662545125114,,6.21,0.224,,,05478,,500-12-10B,"PEX TBNG PE-RT STICK 1/2""x10' BLU F1807",10,2/2/2026,2.24,LEG88,P,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80555980,39,LEG,LEG500-34-20B,662545118093,,22.93,0.413,,,05478,,500-34-20B,"PEX TBNG PE-RT STICK 3/4""X20' BLU F1807",20,2/2/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80555980,39,LEG,LEG500-34-20R,662545118109,,22.93,0.413,,,05478,,500-34-20R,"PEX TBNG PE-RT STICK 3/4""x20' RED F1807",20,2/2/2026,8.26,LEG88,P,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80555996,39,LEG,LEG114-903PNL,662545138367,,25.15,10.06,,Y,05478,,114-903PNL,"ANG STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",2,2/2/2026,20.12,LEG91,P,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80551708,39,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,05478,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",100,2/2/2026,22.38,LEG88,P,Transfer
Legend,FW Webb,SAINT ALBANS,VT,80551708,39,LEG,LEG500-12-20B,662545117935,,12.43,0.224,,,05478,,500-12-20B,"PEX TBNG PE-RT STICK 1/2""x20' BLU F1807",100,2/2/2026,22.38,LEG88,P,Transfer
Legend,FW Webb,ROCKLAND,ME,80553605,41,LEG,LEG102-614,662545000992,,22.32,8.035,,Y,04841,,LEG34GBV,"B/V T-3001 BLU TOP GAS MA CODE 3/4"" F",1,2/2/2026,8.04,LEG22,G,Transfer
Legend,FW Webb,ROCKLAND,ME,80553707,41,LEG,LEG500-12-20R,662545117959,,12.43,0.224,,,04841,,500-12-20R,"PEX TBNG PE-RT STICK 1/2""x20' RED F1807",180,2/2/2026,40.28,LEG88,P,Transfer
Legend,FW Webb,ROCKLAND,ME,80553707,41,LEG,LEG500-10-20B,662545118246,,47.29,0.851,,,04841,,500-10-20B,"PEX TBNG PE-RT STICK 1""x20' BLU F1807",120,2/2/2026,102.14,LEG88,P,Transfer
Legend,FW Webb,WEST BATH,ME,80551906,42,LEG,LEG114-913PNL,662545138374,,25.15,10.06,,Y,04530,,114-913PNL,"STR STP 1/2x3/8"" LF BRS PRSxCMPRN CP B/V",3,2/2/2026,30.18,LEG91,P,Transfer
